query_id	passage_id	relevance
q_2fff4878f69d08f3f60c	p_1641f145eb3b6838cb07	1
q_30061b31a0c10e3405c7	p_b688a6e7ea0f8382c589	1
q_30387bbe71528fb93e99	p_22f1272638ef175bdc7f	1
q_303fb3e40d3563763596	p_1994b1be51ea1880fc0a	1
q_3051bb216af454c5e23d	p_91e6ab29753019379ae7	1
q_30672591d64287dca35a	p_2f117fc37c9aa895ced6	1
q_307778dac6935cdbb66a	p_409f90ebf0f0d128de55	1
q_3093d36000c3b61faa7c	p_881aba57c1812c4dbbbc	1
q_30bed307a62e95d0dfad	p_b03f6cc39acbb628a68b	1
q_30cace732a93a5af490e	p_65ce40b035922d08dd8a	1
q_30d12149858cbd4f0341	p_1f82a3546cd2ba98f52f	1
q_30fc0786f5091e3b39b4	p_eada0b1777b1cdf5cef8	1
q_310c0c2addc6936528a9	p_51447862bcc8b34504b9	1
q_312f21290b1ee4751dac	p_582b8414f0af9a21c21e	1
q_313fe28df1e925f397e9	p_98ce61730441899ad6ca	1
q_3140c674e066d84149e3	p_ed3874fb3aa7a35776ee	1
q_314d5522e5c881b65200	p_1d69bb60cf9cf9fdf163	1
q_3170773de8d88dc0b810	p_45789e08f304a293773e	1
q_3170b1ee7431d9db68fd	p_afc884e5046f723d7711	1
q_318008c83abe749b16f6	p_d0f22db163163349754d	1
q_31962a7378e224d422d0	p_9213f95a66171eaabf80	1
q_31963b66592b442fb039	p_35d98c244ed4dff706fe	1
q_319cad97a38448497a33	p_643589be3fefc323ed94	1
q_31c1ff1b4f7b3611958d	p_1418adcf51c05d02abc9	1
q_31e75f1be6144581f42d	p_5d1121257bb43fb048fa	1
q_322f3c5bb9f0e0cd3700	p_9d25d120ccc01ac5cf52	1
q_325b42ad2694ffb49a7d	p_81b8e457200839199280	1
q_32a3b094669376132988	p_e1f5bb6955001b76cf1b	1
q_32a3df4aef77543bd889	p_9a2cd7b1136293149037	1
q_32a806598e70811eeccd	p_545f2bdea06f3afa778e	1
q_32c21fb86d9c0009d927	p_4b39f9bcd0b7294e510f	1
q_32eaace0098bfc5dad04	p_1773f59a611f013a10bd	1
q_33025d15fb240fddb3a5	p_1287e564041586a357d3	1
q_33099f230b0609d9b242	p_65241e04038c2876e9a7	1
q_330dccfbbb10533ef395	p_94b401a0b9e6c694cc4e	1
q_33186a195aeff4da91fc	p_b4bfc4674b6abaa6948e	1
q_331c2e1ddd038367c013	p_132900c0f00eea72759a	1
q_33251299b52419f0250a	p_fe92da116dd3e8ae45c4	1
q_332c4f8d653a374ebf33	p_793f5d9694aa88720693	1
q_335192bbf0e0a2dc91f2	p_5df12e2a5c1eba651efe	1
q_33530c27865448b8613f	p_5488f3871b710045827c	1
q_3354eab37c2d58dccd96	p_5d4d1d989894fb339ba5	1
q_337c2b1ddcf921b2cd7c	p_2578de7668d55c0c22a8	1
q_338dedff9567c50c00c6	p_23a811f7a2cdb64d3689	1
q_33a2521c124cffc7c310	p_7c931916bab0843e9edf	1
q_33d7982e69a60c5c898c	p_017a73f06ef47116d068	1
q_33fa529b624def2f38e4	p_392d650389be383390b4	1
q_3409848441939e8f6968	p_f2d8780f0269a4e20d33	1
q_340cd860f5c41f00810b	p_0652a9bb2481b116bfa6	1
q_341cbbf5e71c0bab74a2	p_a0afef87474b589c1dd4	1
q_345b9f15ce91196630f8	p_33d27b068434e45eaa8c	1
q_3472ad2b4648fcf1284a	p_72e189a0eb927259f5db	1
q_34797f24f153d2042565	p_d40030ecf6c5db1eca2f	1
q_3482df80a819b17f849e	p_0b84ba5aab394e4e664f	1
q_34b5a90f0547df85626f	p_6beeac6696041133f39a	1
q_34c58159b1741ebaa779	p_0a0dac92065d3ae1082c	1
q_34d0518a80f2126a704a	p_43dcfd86c068202e453f	1
q_34f544bcf24b9908ddc7	p_06e7860b7bf10b4c0212	1
q_34f863247b8f446564e7	p_2dba3176b1bf2ab01b5c	1
q_3527dcce065ee96cc974	p_3e82826feee4667f70a9	1
q_352a203e7f10f49f4bf7	p_6e5135014cda22a3bf82	1
q_353630935bf86a028dd5	p_d48d8c4e3a78edf0f05f	1
q_355edb83f21195338054	p_fd79915ee7b0526bddb6	1
q_35773ade4d0d47ad2851	p_0d6dcdd90c43bcf43bd1	1
q_35948163f2d01e70f420	p_d15bd2c2ad6b30de264e	1
q_35a81e3a3306f7d22be5	p_ddcc0569b80bdb11a16b	1
q_35bb37648fc8d48d3e1a	p_a6213a3a7c136893052f	1
q_35e99762270f18705b6a	p_1b202ef11769847c31b0	1
q_366a8ad45c7739e19049	p_d347dc0c3dd082f35710	1
q_36743144955aa205aa61	p_1d871f87ff5452295ac3	1
q_367bc6d81bed1ab51b68	p_fad5cd0db9b9b903510f	1
q_368654cb8d7c9f36fe2a	p_b861fe4e8bdeaedc8c62	1
q_3698f2fc9d57d17dfc06	p_62143c573d2a2c9d81cd	1
q_36a495b333809214fdc7	p_5f0fc5750b64a62a6f90	1
q_36b20e21971393418a78	p_8e776f41d95bbd8a67b0	1
q_36bc4590a390600daea4	p_78dc812ecc1e83717617	1
q_36e1b9ac3d12c49f2203	p_eccaf71e1ede7c288ffe	1
q_36e68dde59ea58b6dd05	p_944a7e1b3afa9b2d9213	1
q_36ea0185b54f42ea484a	p_068a62cc899c053d0388	1
q_36f7f68fdb5f4b60aca0	p_58d1c8cecceb055018ea	1
q_36fbe9a8ab87ab20ab28	p_299985044a4ffa31d532	1
q_374540fb47fbc62e411f	p_a8a785f59f365319682b	1
q_378d44fde5d9987e52b9	p_d812c3eeb3eecb6542e1	1
q_37979d060134031ed1ed	p_fd1eacfc1f36ff1afb63	1
q_37a016e7dadbb98c82a1	p_7669b6026db6c777c0b6	1
q_37b9627952c317243608	p_7a083b2ac87f0ddab6bd	1
q_37ed9974d292ed5c0cf4	p_e577a5653310aa072495	1
q_37f9731fa5cf9ca08847	p_a148036cb16a2be58171	1
q_380b617a356f0844673f	p_06f7b2db8abb6e9b0c8a	1
q_380c4791175112266b7a	p_a1ac62fc4c1c0d88bf13	1
q_382c0baf7703c5f87761	p_9b0e721af010df845387	1
q_38967bc3b8644fcbb286	p_1898d4c2baec7db578b1	1
q_38cb967c7049d1d1d5a3	p_707c0329ffe71122e61a	1
q_38d3f4242fc5965c55a0	p_0d7f5497dc501e2089f8	1
q_38d581333b9ee8ff9054	p_3d65b7171315637882bf	1
q_38e177ec3b21f3f865b0	p_f77216ce169972451f79	1
q_38e7ab3609165a78b252	p_54e40cc26301e241250e	1
q_391aa5af788917a4ee89	p_e1ba7be5b854bd2ba9b4	1
q_396e1f966ee0e96ea2df	p_6b3006e88f98bca60fd9	1
q_3970fa7dac15d0e45a4a	p_6c3ba455e1e89dcd0bc9	1
q_39cb18df216826b33973	p_0717096bb5606bdb9389	1
q_39ecc0ee54bce8837e4b	p_d7787a0ca0670aa670b5	1
q_39f575f68778122c95ce	p_e8dfceb0c32bc5a327f8	1
q_3a113bf590bb8fb04f5b	p_694834e9593b0f06d786	1
q_3a12867d942e9412471c	p_4a6bcaeb267d50a4a20d	1
q_3a4776e6db557f1ae0e7	p_d932f6f11beadf5391ca	1
q_3a5a1c9e5c90700feea4	p_bdbc4633cf199b05390a	1
q_3a782b43483c16555604	p_7504a3a64bbe361d7143	1
q_3a813083a4f619211814	p_4b84ba6905da5dec54f5	1
q_3a94b1d3bdd5c35aed6d	p_5acaea3c731bffdde890	1
q_3a9b1c387f8820b07592	p_327064dd7424d647f8bc	1
q_3ab881792540b0d5e575	p_2f323aa8689eca536586	1
q_3addd61b7ce53818a7cf	p_b4ef2bf592cc81d86efe	1
q_3aed592897aad61a0511	p_2571ba829ac30a24331a	1
q_3b0fe2624b2469d08353	p_fda7090d6f9d09b557ef	1
q_3b182a582a19edbf8900	p_039aa1cda40d9af35cb8	1
q_3b27582bba8931772810	p_0f462dfd84763a0e9ea5	1
q_3b27582bba8931772810	p_d6b2e4b47b1208bde7a4	1
q_3b33e707a40634524c24	p_fa80c8651fecb87cb603	1
q_3b400f4e4829ef183115	p_084736adb721b790478f	1
q_3b4cac1408ff1bca7ed9	p_d36efd92a017944f8b0e	1
q_3b5800e1410db89323f0	p_fb0ccb06c727961acc41	1
q_3b8f9ce3299ef649700f	p_40dc8e0d4d9d4f9b980c	1
q_3bcae76de575822e0e42	p_cecefae1cc2078bf654c	1
q_3bda9f029b2dc067afef	p_586eb75ad2e9e826dd9f	1
q_3bedbf7956785899638d	p_86544733711cd39c5196	1
q_3c1b9dd72e6028d520d1	p_7a16e673c39626b969c7	1
q_3c4efb945d6fc2bb18c5	p_fef3191527cd97ea1d5a	1
q_3c4f28b2b711bff32db8	p_525a92cc4ce8dc9349ab	1
q_3c6d2df870e97895b8bc	p_fcc96b965cd339536340	1
q_3c814f271c9bf95f1a9d	p_fced9e38a8bf1fc65f48	1
q_3ce591d879ec7fb170ae	p_1ce678d4fb07c27bcc4a	1
q_3d064de9e79606ced650	p_0607daad97934ccbc422	1
q_3d5bdd805ae1dd2de2ac	p_375e897967546e107ef0	1
q_3d6c4dcf380b3d1ec893	p_9e75fca1682c0d1c5f01	1
q_3d782efae2f8250109cb	p_0843baf96e4a2b0084be	1
q_3d96fb9f13d7de20434b	p_034f61ffa863fc0c8e7e	1
q_3db82b1458b6167516d5	p_2ed145e4eaad835c9e08	1
q_3dc662f1a1fc43944687	p_7642d8b1f2adf5feb081	1
q_3de1e39dd2a75e464a8d	p_bd3648ff7f0e798df756	1
q_3df450468e1037159652	p_362cab01956fb75dab12	1
q_3e1d8f8017745dd44b49	p_f2067f2460ce5419e0a0	1
q_3e2b2dc9559178e50fbf	p_b2fa91904697d1cbeda7	1
q_3e9ea350d7e6939ded68	p_2dbb076d432d9c0dd894	1
q_3f0fc3f8cd3270ab13d8	p_9111e2e895d93b666a9f	1
q_3f1705bebc59154ad7ee	p_9c68af06020050091c5e	1
q_3f1a04dc41899bd1d02b	p_e79b26aab5f8f78283ed	1
q_3f42a6510fc0ef03d5e9	p_6464d1973f2c4ff24f3c	1
q_3f8ae1ba58bcf40c03cb	p_710750e4dd425dbd2b0c	1
q_3fb920d42faff22f0989	p_cdb0ebd93d573e7f79d1	1
q_3fccc141b807b49f3efe	p_bd4ff5de52dba51e215d	1
q_3fd1ebf30887ac0917c0	p_a408f7c4cefbf071089f	1
q_3fe0eb00e84aedc4b5ef	p_1411cbbc597c879d99b3	1
q_3fee289c002bab8fd45a	p_bd59a39a7bd9e6e046e9	1
q_400810314106ae059c34	p_a06e57d0abe3ba896e3d	1
q_403a4aa7bc7735625236	p_2acbe2af6c916ed275e4	1
q_40568f9b81a5642bd9bc	p_c228d81defaa9d7ce1fb	1
q_408d84667a52526d0d9e	p_352ec8cb1d6f6d0fc56f	1
q_40a6dd365e69dd004f26	p_b469195765ba153b9fc6	1
q_40b2f30ae1cac496593a	p_714d48c443d130a41b65	1
q_40c4b87dc82a3efe75f9	p_7526d9a92efdcfbe07b3	1
q_40e9843f6e930a3d94b6	p_df3c185bc252ca81bdb7	1
q_410a493fd3738066cf7c	p_a20ee5cc0e061df08c02	1
q_413ccc6a87860bd5e5c3	p_9c460f4b67637040f421	1
q_41748ee229a1c50edbc7	p_6f32d36624c23738c721	1
q_4185b7d3ed3bd4f567ff	p_721f8f4b67266e31929b	1
q_41861bba8a4d0b67b97f	p_308dc7a7d4842678a08b	1
q_4198fba83eb033d546eb	p_a36da0e257f2eac66f6b	1
q_41a0f67ea50977c75fa6	p_dd8daec1349bc1cd1142	1
q_41ab7c473a39c5412874	p_5654769805119d303a8d	1
q_41afbff54ffa6674b1d9	p_fed8571f392fa4c5edb0	1
q_41dbe930468a067d648f	p_03f12785bb67a85738a0	1
q_41ef1b7ac243fd7a5dfd	p_6483ff30d93db6b9fe4d	1
q_41efc3cd639749a41f9a	p_65b8daba9056fba8fb57	1
q_4231f9f953a5795815bf	p_a9376e6a5b2d27a32b7d	1
q_423860f2907e19fc0719	p_a69033f8bd2a9d0df8fb	1
q_423a6adf3251ff9063e2	p_dc6a6f2fcddc0bc71608	1
q_424b4d61f96417cceafc	p_68733792ba7e42a0068f	1
q_426908284c0c4800955a	p_8111887f683aa0df3a88	1
q_427eb26dab9579297736	p_d43706db6f68f4581aac	1
q_42c513397db3ce450161	p_91df74b8f86db9ac4a14	1
q_42d9d8d8fb1d83abb4a9	p_6c967afcbc36e357456e	1
q_42edbccbc04da9800c14	p_d8730c1e54ac19637d51	1
q_4302260844880eef54ba	p_a55f2458ec7f485b1f76	1
q_430ef7e3c10cc3af0d9f	p_a319c55a10084c8d4130	1
q_43127e9a2c160b705915	p_cf6bef41c49ac7043121	1
q_438f99cf4df04163fcaf	p_1b2652c97829fc9fa908	1
q_43b1f726c474e1c6e920	p_82b7c6a462780d5a993f	1
q_43b4787d5a9c422a3a1b	p_a7efddde9bd046207cca	1
q_43d5a31416da43676c94	p_392aeedbc595da9e1299	1
q_43e5a3c9d12f05435846	p_c431becee42046742972	1
q_43f92ded626cb439281f	p_22c7dcdc1ba09364fe04	1
q_43fdd88c0f0ca1a50c60	p_c997000cf9b7f63623a7	1
q_442e776ecaa550cfa3a9	p_1b131dec6b278affe049	1
q_445ce9455df6879bc749	p_4ff001a3cb972b9d21fd	1
q_4466e7c29db1f5402583	p_799fb56a6c91f54faabe	1
q_448df3d8393480fb6190	p_d84df63b3d69150f2785	1
q_44efbcdd2704e9d39d1e	p_cd91ee28ded50a480137	1
q_4500bfcc1b6f77cd04f4	p_a147b985e4232f19c0d8	1
q_457e808a48f32cd7f304	p_e4991dcff4bb4b8df14d	1
q_4589bc97fd62a09c3cf3	p_17a21fc1c6ca0c92ef04	1
q_45f9341a7fad2394d01c	p_7f24ed70d1c21ddc6e15	1
q_46382f2de8f57d3a720d	p_e4291a9b44b98609f615	1
q_46449790285f747bf02b	p_04d3054c1ef5c3348934	1
q_46562ddeaf823e4f88b1	p_a2dc12733ea0e48adcf9	1
q_467ed56ffa5b817ab656	p_f003cdbb19cfc7006072	1
q_469aa727181450cc2b62	p_63b09a3ba65490bdb5af	1
q_46a0c72cc55b07f1b837	p_10d9fe5aacdc3cf85dd5	1
q_46e2d6a3905a172d9c32	p_675b40640c170c96a3b2	1
q_4732c0b4d51d320fdb2e	p_f13f9849f69ce378367d	1
q_473cb47a1468809b3c73	p_013a6975808d4eb4702c	1
q_47466260e6edfb762be9	p_ae0ac9e3bd60c653477a	1
q_4754a08e16935961a5db	p_e7eaf2c5c4f94d1cc861	1
q_476bd77fd1cdf4cf75f0	p_dca7e186044caffa1b84	1
q_47ecad9c01ce1dc07b83	p_bbd4b6abcd3b1d2585d2	1
q_481dbb08ef84255c54f3	p_3e8ef4743c4a5273df49	1
q_484955219eef3b339c35	p_71a8d0c5c5dd4318e81a	1
q_4850fbb8dd43bed5477f	p_b94717a84c9d3079247b	1
q_48a2e1c7a54c3bb9dbc2	p_57b75ee71d2a92fd6ad0	1
q_48b2e8416e73e5d5b875	p_6534e6f1ef679b6029c6	1
q_48cde3d03b0e04c6794e	p_dd970e0491a97c1eb6ee	1
q_48fb134ea8421ceab291	p_2ab9c9f9493d496bfabd	1
q_48fe614a85b8b7ffa5eb	p_2b6583c6832ebbc18846	1
q_4905167d9537f69aac1c	p_0e7ff766414ad4a80583	1
q_490523311b955dfb6592	p_73ea33e24ac7e2cee6f1	1
q_49111c9be9d719160ca9	p_c0cc08161c07bb4557e0	1
q_4925d8e3524835c9da80	p_297060a7e93ab66caeea	1
q_492fde717909d4cb3c54	p_ad4b743d705d2b21d923	1
q_4937b20439a6b217c177	p_06a33e574916fa7c8ed4	1
q_49b6032e3288d92821aa	p_41fcb0be37b4476c7d00	1
q_49c75abe2ba99569e3bc	p_04a85bf61102f5868eec	1
q_49cfdeb5c241f75de0bc	p_414fe3fe513d5f3197ba	1
q_49e10e5dd2740002af4b	p_1cd7e8e0600ffadd0f9f	1
q_49eca3c76dfe0f4c1cb0	p_a8c5344be8f9e596bf26	1
q_49f0e9a5c1451374fac2	p_9e9a921277495fb631ab	1
q_4a0b0f43db3cbd068e24	p_064c12ab894a1f4ad136	1
q_4a251d6b2f58869a51e1	p_0932485ac8ed8efc8d51	1
q_4a59d1d28af6fa22d542	p_873fbac5bc5f4bd95ddb	1
q_4a90c4c9627a3d8f51b0	p_d4423b6cbd25b900e522	1
q_4a97a9744db625a034f6	p_b618b2a5174c613a81f2	1
q_4aa669943a4658ad13df	p_e19b5a0a9e04bd4961f9	1
q_4aaf83c9f06286773ed5	p_07123ed87c00d6e5d6ab	1
q_4abfccabf5e9b46f3032	p_32eba6460230c814dda1	1
q_4adfd8fcf6013a15469d	p_9116d3b3c9dd285d9dee	1
q_4b058cac2ecbdf2ff1c9	p_1d6c1f8b52e3cd96d34d	1
q_4b22ed84e0248997c955	p_984dcd2a73a46336a817	1
q_4b40eac069300faba7db	p_1846801bdc3668890eaf	1
q_4b6205fb4f41318fa335	p_cce2cd51d1916475b084	1
q_4b7c32a909d8b63fdfbe	p_bcedf10b1d35b6f74308	1
q_4b801fcce98bd51ee178	p_92447f1015de7353301f	1
q_4b920418a80ad9bc4b03	p_fb941f7263f413c81929	1
q_4bb3791d05e85e17fd66	p_c4517fc2a10a8c1517dc	1
q_4bc4615814a7874589bb	p_2657291f60a186bbeeba	1
q_4bcb2bc7364efafe3d58	p_c7206c3ef42adb16bd22	1
q_4bfe928b37ef2043a069	p_7dd6bb7f3503525d9c67	1
q_4c4150ad3103f2e677f3	p_9fdf1d551674993455c8	1
q_4c599a634bcde24eed61	p_1df3e64ee675016e22a3	1
q_4c650c76050a5f64562a	p_a71b79f86b84d21a4d8f	1
q_4c876d488adeb6bfd5dc	p_0cc59950c301901e8806	1
q_4cc94a64bc2d4caa0891	p_38cd7c72c8c7f326b3b8	1
q_4ccb1bd1d10a3e97cd41	p_6ac621e99d444e66c964	1
q_4cd8769ed593f96acdbb	p_cb2fd22f1aefe752458b	1
q_4ce0f487db6a65818f48	p_cef4c9a8f271f69ac345	1
q_4cf105dede524167da4b	p_47fddf0083ae16bb8c71	1
q_4d25fd37d0e6763e4415	p_42e320878e46ac86f732	1
q_4d2b3bd9ab31c9384d91	p_a4a02ea88dfeee30cf9e	1
q_4d3059b2b990a10b19d8	p_3577b7554696c9fe0492	1
q_4d3f19f80673113bab15	p_cbafdd4ba654c3758041	1
q_4d49eac2dd815b600728	p_49369d2b7a4552b02a9c	1
q_4d55e32c446d9370a8c7	p_9a20b2774effa23ce314	1
q_4d6a22da38313fb74532	p_4bfdfe7c5baf3a41de60	1
q_4da63651c46f987bff1c	p_6314b591634e13eca2a6	1
q_4db64c1555ac043c1392	p_7619938ff5c5e8725b81	1
q_4e1496264bdee1cf2248	p_96eda5242d0d366812e9	1
q_4e32747773c12997a815	p_d14a75ecf41785a5f0d3	1
q_4e381145f2e9c6f0d846	p_bc34a84c096e343f08d1	1
q_4e3e9b7fadcd910db3aa	p_716f25795fe8bf59785e	1
q_4e5144fcb6cc8e254e46	p_efddfa1873dd0634a66e	1
q_4e968dd38ec8f3d632d5	p_1c3812e7424c58c52fc8	1
q_4ea45428548a2373f2ed	p_d903d501aa5bd1e36940	1
q_4ec15793f9af4a420f23	p_2a1e57e80a5cd9db8f92	1
q_4ef584227793537f972d	p_c2082dc250ad1eae2cb7	1
q_4ef81c29fd1b1b8309ea	p_7b2df3a70f3acbb22a84	1
q_4f02dec49dfcd24073df	p_daab2760b84042bec1b1	1
q_4f14fbadc1089329db1b	p_2f370b25b0a611933b8f	1
q_4f35fc4405eadfd35402	p_fe9a3fc347b1638bd0f0	1
q_4f37d3b7547716fe84bf	p_8a32d853af19c3c07fef	1
q_4f487d27fa1b427c4eda	p_d590658e7066ee8d229e	1
q_4f605fbdda79c5ff396e	p_af0c216462f4b035805e	1
q_4f61c94e74eb646faad4	p_1f4121991bc730c4c526	1
q_4f68974f88f4c8aeafb5	p_ebf6366e60a5c0ce2fc5	1
q_4f7396bc280600a74e78	p_30241896842162e51b26	1
q_4f8283c8be7b913cfcd2	p_1d2c7c4c2368a53182ad	1
q_4fc5abe7e5bf9f682186	p_42de1256161889ba2698	1
q_4fe49b3b994261c01d4d	p_5ba79cad6996fe50d646	1
q_4ff83c72f45ed0eb61da	p_3727d9c8c9379b4ec564	1
q_50337acca376d178360c	p_8feeb5cee92792106dbe	1
q_5034e1167dd7a4ecf0c7	p_31564400e35ac7db1443	1
q_506e8ab640b3632c4cce	p_0b736aff7c278f6d5149	1
q_5098f28653153f8f7afb	p_420a70d480d1a3d3a799	1
q_50a7887bc5d7f0c2061d	p_9a2ceb927cd90cad2288	1
q_50b8b3b2bc70950c908b	p_857dbd06c9dd8985c67b	1
q_50ba887f6af01e6e5656	p_2ece60d09da75069db24	1
q_50d294672ba297c40288	p_a915a8aca278861a3206	1
q_50da792a6551564019e3	p_d20038207bea0b7cc43c	1
q_50ee595ea7a4a90a27f9	p_53024af3ac1a93eb72b6	1
q_50fafae92c1dc013c3cf	p_52dbfd2c2f81bdeffed9	1
q_5119bc8661bc7b07dbe0	p_61c80c15aad9400ba53c	1
q_513a741aa227bbcc0652	p_ca77cf62b3ba91e3a687	1
q_516cb3404f24a385dce6	p_1c3beb0f001f465057a4	1
q_517877a47b0ccad19831	p_8b7628e627721344e441	1
q_51a8248bf6e6887efe87	p_80e6771a5da15d193d2f	1
q_51ad91dceac25557703c	p_1e5ee2b953de89642501	1
q_51ce1d45e047502dfe72	p_c532819354ad73db15b3	1
q_51d3f9b965aa802eca3a	p_6de5bcacc7c900d0dd26	1
q_5219e7e7384fb8940142	p_6ed1ebccb9e3d17f2703	1
q_523cf1a618c7bc12e574	p_22bec39bd7fff3e93647	1
q_5254ddd54427ea04784e	p_8b1c86ded1478ed09316	1
q_5256243a6acfe68092e6	p_26ad22a6bd7eaf9e9cb6	1
q_527ab33dcd688a575e94	p_16ef05be22dfefb25c86	1
q_5280abe0c73117d1b43d	p_da822224a2f63ee9984f	1
q_5284e935cfb6e1426a72	p_60cb5defcfa7ea1b16c5	1
q_528694b212a7eb0f3458	p_33e3b1fd426d7c2ab75b	1
q_52b8967d92f1608535d5	p_e0477896fbef80d8cadc	1
q_52ede0e4d83ff83f727b	p_a423f30de432c1735356	1
q_5316d0e3cf28f119eeaf	p_46dff02ba3e8dbcf3cd1	1
q_5344580769ad176d6046	p_a05acfb4cae2c581b3d3	1
q_53615c73453e9dde1ed2	p_54bd4b4d6af841e525ca	1
q_537d7dbb7a4fd704f8eb	p_e750240818d67ec858bf	1
q_543ba73c333c0973f1bb	p_2803cdfe06bf87e7258a	1
q_547af11399b2c39596b9	p_6037635e55e753d3f1ca	1
q_547b2d36f0a8c9296fc6	p_aee395918054f5c39746	1
q_549b0d97cb5b78fd0e1b	p_63c336e31f8210ae138d	1
q_54b2f926fcf91a498f27	p_09e1706835cda3665e60	1
q_54b34cf25e7c7b9da6d4	p_842add138e2b356ef7c4	1
q_54bafcadb1750c3d2b32	p_d1e98c9ada1147c00376	1
q_54fb7d974d8068cc3a95	p_7fbb7482501fe1db99f0	1
q_552dcf5c9f5eda186188	p_2850dca0122725af9dbd	1
q_555f8b3f3f2c0277ed78	p_5699698fbc3d7f9428a7	1
q_557f524f51dc9ff6309c	p_713d32d04f64ae4195f9	1
q_558e642cf6368676e5ef	p_7324560306e3fc58e752	1
q_55ba535e322e90778f98	p_e816f3c5e8eb07987447	1
q_55c43f37ee8e3c30cca4	p_75338b3f4cea77b1d334	1
q_55e8ca2994f66aafb9f9	p_94c884de80d5c5f1f37e	1
q_55fd072612916f4a3817	p_b1ad1fd2322cc5907873	1
q_5621f37d2ef9aff29377	p_d0295665569fd71d310d	1
q_56338d7294ecb42f5130	p_23d7fcf12126531e88e2	1
q_564126e9c371eb357403	p_c2d4ddb6afab692cd30a	1
q_565df70fe3a3a944a3b5	p_7b741356e838b54d9a5b	1
q_5684b4426fd7c34da474	p_4239a8ebeecbab4b971a	1
q_56dbd1a1612b60911597	p_17199394f412376bcbd5	1
q_56f6d8b28d57b5a96b0f	p_b4d60b72fbbbf29453ec	1
q_56fecdde2cfc5ea02d30	p_12f3ac1dd5fbcd22716b	1
q_571312cf4a7c06b50e21	p_f02ec6aef21840c22c70	1
q_571e3d7f38fe09cabeeb	p_a43c69b150185d46403b	1
q_5747c87bc9c43122b219	p_486adcc116eaaeb3a009	1
q_5775edec7b4f12d90c51	p_e37bd2c367c03bb5acf0	1
q_57a5acb8fe15bc63dfac	p_6ef222d976e9d194899c	1
q_57b81cf24afd02f64c48	p_aaa906feb836a18ae5e1	1
q_57d894fbc3b97ad6be2f	p_1558a2cc1af319f8d0eb	1
q_5827c6cfc415370bc584	p_ee4047463f01814834b1	1
q_58374bd220f5a3f21199	p_9664d76e3c27cf43705d	1
q_5847f8a325573988397b	p_faf19fef5c00b288bfe5	1
q_5864f5b01834dcb7d9ae	p_a73aaaeda2dba2530d9c	1
q_5874ab2609c2d54b598b	p_ebe333f8f665545fcec2	1
q_58a0f0b3d4acc75b9316	p_3ae306f8fb0b9b8e2f10	1
q_5915c2695ff8147adab7	p_e3123977cf82d419c72f	1
q_5923354a19aea57f93f9	p_e044ce2f572927e227e8	1
q_5938def60e3dcca976d8	p_116480a1e8ad95d6c69a	1
q_597b6abaa71e73e2fb71	p_743416cd3833e67da16f	1
q_599c92633899be45a564	p_4168989ef12273d6c0ed	1
q_59b7368910886d2c9a60	p_4ad6e8080c4cc47a0b36	1
q_59c3ca9a1d598ce731fa	p_ed6297ee06a8f5151540	1
q_59f8a6afce0e60c18f28	p_1a51b8499d54db51cb49	1
q_5a3e47f2f7aabb1108a9	p_d92be7aa703f9c475ff3	1
q_5a42db84d7608963a680	p_3e1ec0ea02160aa60295	1
q_5a4f65e815f365aab966	p_c35a4f6c58bef79284b0	1
q_5a7478ab1169fe5df8e8	p_30a5fdea35db2b86d78a	1
q_5aa547dd5085e950ab55	p_70b8ce50e61ac11abdf9	1
q_5aba13733d784737f015	p_46919c988217d6d2f845	1
q_5ac0cc902b8917d7f4aa	p_e14fe6ba5dab9be671ca	1
q_5ac9b634bd367268dab1	p_26f868cd9fbacdd35e66	1
q_5b2eea15bad10eadc021	p_1c2020cd66eaa9e75180	1
q_5b37227c4ca2f67d6e05	p_df38bc3ad5daf436470c	1
q_5b4bcfc64ca064cc4eec	p_aee749fed52628ff4c84	1
q_5b67780222187fd9f916	p_425337354a5e552fc2a9	1
q_5b754e7e87696ca5bb42	p_d30d1ca3fae8889f5cdc	1
q_5b8d75fedb771eb8773d	p_57a5bdda691408525f92	1
q_5b9f1bc9e629d4caa5f7	p_a4ee1bead1d00ab69a7a	1
q_5bc110329bb78801f6bd	p_1c1f14385f822a1418c8	1
q_5bc504f5d8be57651d3a	p_5711e984cf0fae7520f1	1
q_5bd3a7c402b466e991ed	p_110af8826a70041a8333	1
q_5be851f054be5179a6db	p_35efdfb823fc7ec34f64	1
q_5c1cb20364fdd6aecddb	p_61f21b2bfe7b42aa3688	1
q_5c1deeb1675c428d000e	p_fbeede6c9638ee72a25c	1
q_5c23eb700e0d3635489d	p_f74c8ed55a19a4a79d9a	1
q_5c2c43ac55075130067f	p_e225eca3f75b206b85fe	1
q_5c4c27868dc2441cdd70	p_fb74f70340fb7818f844	1
q_5c5e161bbe4f1a28c691	p_f54a9d5ec1b4f0fc7679	1
q_5c60900c9ed34259a6c7	p_262031335832154067bd	1
q_5c7665a92e7405dd13c0	p_407baf3e48eab27715b3	1
q_5c8e3b52609ffd46c123	p_f6a0a19fd0aaf6793cca	1
q_5cadc49caf6efa72352b	p_04c1e4db30a6ba42d9a2	1
q_5cb10fd3488f44688833	p_4c51537814a5c982f0e4	1
q_5cc681a16bb496e67ad1	p_79ae3417627dd667ded5	1
q_5cda24ca698d4d64b5c2	p_e0851c4243cf0349ea69	1
